,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Platform
7510,s7511,TV Show,Shadow of Justice,,"Zhang Zhilin, Xue Kaiqi, Wang Yangming",,,2018,16+,1 Season,"Action, Drama","Ling Feng and Fan Yi are best friends and both of them are police working against the drug trafficking in Hong Kong. However, one day Fan was killed and Ling was accused of the murder. Ling had to prove his innocence and found out that his best friend Fan was actually alive...",Prime Video
7512,s7513,TV Show,"Ryan's World",,"Ryan, Mommy, Daddy, Emma, Kate, Combo, Brie, Gus, Builder John",,"August 18, 2021",2019,ALL,1 Season,TV Shows,"Ryan and his Ryan's World friends - Gus the Gummy Gator, Combo Panda, and others - bring you along on all their awesome adventures! Discover how fun learning can be, as your favorite vlog superstar and all of his pals explore the world through pretend play, science experiments, DIY crafts, challenges, and other activities kids and families can do in their own homes! Presented by pocket.watch.",Prime Video
7516,s7517,TV Show,Love Mr Right,,"Han Dong, Jiang Kaitong",,,2017,13+,1 Season,"Comedy, Drama","Qingling is a kind, cheerful and helpful girl with a perfect sense of smell.After experiencing lots of frustration, she finally, with her own effort and everyone's help, produced her own perfume brand, realized her dream and obtained love.In Mandarin with English captions.",Prime Video
7517,s7518,TV Show,Inference Notes,,"Zhang Zifeng, Hou Minghao",,,2017,16+,1 Season,"Adventure, Drama, Suspense","This is a mystery-solving adventure story about an idol girl Xiao Zaoan (with a hidden personality named Ai DiSheng) and genius detective Mi Ka Ka who experienced a series of revenge cases together and fight against a secret organization named Poker. While resolving the cases, Xia Zaoan's another personality Ai Disheng is also emerging gradually...In Mandarin with English captions",Prime Video
7518,s7519,TV Show,Hot Girl,,"Dilireba, Make",,,2016,13+,1 Season,Drama,"Guan Xiao Di is a rebellious girl. By chance, she enrolled into a bodyguard training center and befriended an arrogant boy and four talented girls. Through the grueling training program, she transformed into a legendary bodyguard.In Mandarin with English captions.",Prime Video
7519,s7520,TV Show,"He Who Can't Marry",,"Hiroshi ABE, You YOSHIDA",,"August 18, 2021",2019,TV-NR,2 Seasons,"Comedy, Drama","""Unmarried man"" Shinsuke Kuwano is back!Even after turning 50 years old, Kuwano continues to enjoy being single. Will he get married or not this time?",Prime Video
7520,s7521,TV Show,ER Doctors,,"Zhang Jiayi, Wang Luodan",,,2017,13+,1 Season,TV Shows,"It tells the story of He Jianyi, the head doctor of the emergency department and Jiang Xiaoqi, the new Ph.D. advisor who just returned from America. At first, the two are wary of each other , but they come to understand each other and rescue not only patients of side by side but also themselves in the end.",Prime Video
7521,s7522,TV Show,Cocomong,,"Jeong Sunhye, Yang Jeonghwa, Hong Beomgi, Kim Jang",,,2008,ALL,1 Season,"Adventure, Animation, Kids","A little sausage becomes a monkey, an egg becomes a rabbit, a radish becomes a hippo, a cucumber becomes a crocodile and a carrot becomes a donkey! These unique characters express the fun of being a kid. Acceptance and friendship are told through every story. What will happen in Cocomong today?",Prime Video
7522,s7523,TV Show,Clip: Run Fox (English Title),,,,,2017,ALL,1 Season,"Animation, Kids","Ben is an adorable little fox. When he knows that the Dark Lord has stolen his friends' language, he shows great courage and fights against Dark Lord with his friends.",Prime Video
7529,s7530,TV Show,A Bite of Shunde,,,,,2016,ALL,1 Season,TV Shows,"A Bite of Shunde is produced by the main team of ""A Bite of China"". With food as the starting point, they describe the development of Cantonese cuisine. It shows Shunde's distinctive and thick regional cultural characteristics, changes and impacts.",Prime Video
7531,s7532,TV Show,Victoria Small,,,,,2021,TV-PG,1 Season,Drama,"For women decide to share the upbriging of ""Little Victoria"", who makes them question themselves and challenge to love her. The four women find a healing bond in the relationship they build.",Prime Video
7551,s7552,TV Show,Boris and Rufus,,,,,2021,ALL,1 Season,"Animation, Kids","The series follows life and adventures in the backyard where a grumpy dog named Boris and his ferret friend Rufus, who believes to be a dog, live. The two live with the boy Enzo, a boy enchanted by his neighbor, owner of an arrogant cat famous on the internet named Leopoldo",Prime Video
7557,s7558,TV Show,The Secret of Crickley Hall,,"Suranne Jones, Tom Ellis, Douglas Henshall, David Warner, Sarah Smart, Iain De Caestecker, Donald Sumpter",,,2012,16+,1 Season,"Drama, Horror","Chilling ghost story adapted from James Herbert's novel, telling both the story of the modern day haunting of a troubled family and the dark events buried in their new home's past.",Prime Video
7562,s7563,TV Show,Pequeñas Victorias,,,,,2021,TV-PG,1 Season,Drama,"Jazmín, Emma and Bárbara distance themselves from Victoria in order to try to find a new path, both personally and professionally. During this search, they realize that motherhood is the solution.",Prime Video
7568,s7569,TV Show,Lotus Cup Europe Championship,,,,,2021,TV-Y7,1 Season,"Documentary, Sports","Fast paced racing from these immaculately prepared race cars, The Lotus Cup Europe is a large grid of multi-class machines who battle it on some of the best Circuits in Europe",Prime Video
7570,s7571,TV Show,Hideaki ANNO and Hitoshi MATSUMOTO fireside chat,,,,,2021,13+,1 Season,Documentary,"Two of Japan’s top creators come together for a special fireside chat. Hideaki ANNO, creator and director of the Evangelion series, and Hitoshi MATSUMOTO, producer of Documental and FREEZE, sit down to discuss their respective creative philosophy and approaches, the spread of their work abroad, their future creative endeavors, and more.©2021 YD Creation",Prime Video
7584,s7585,TV Show,Alice in Wonderland,,"Kate Dorning, Ian Wallace, Jonathan Cecil",,,1986,7+,1 Season,"Kids, Science Fiction","One of the most fantastic stories ever told begins on the river one golden summer afternoon. Alice spots a White Rabbit with a pocket-watch, falls down a hole and into a strange and wonderful land... Based on the classic tale by Lewis Carroll.",Prime Video
7588,s7589,TV Show,Wayne,,"Mark McKenna, Ciara Bravo",,,2019,TV-MA,1 Season,Drama,"Wayne, a 16 year-old Dirty Harry with a heart of gold, sets out on a small two stroke road bike from Boston to Florida with his new friend Del to get back their wicked-hot 79' Trans-Am that was stolen from his father before he died.",Prime Video
7597,s7598,TV Show,The Prisoner of Zenda,,"Malcolm Sinclair, Pauline Moran, George Irving, Victoria Wicks",,,1984,13+,1 Season,"Drama, Romance","Anthony Hope's fast-moving story of royal romance and political intrigue has been a much-loved bestseller from the day it was first published. Malcolm Sinclair is the Englishman posing as Ruritania's new monarch when the real King is abducted. Victoria Wicks plays his unsuspecting Queen.",Prime Video
7610,s7611,TV Show,Rogue,,"Cole Hauser, Meaghan Rath, Ashley Greene, Sergio Di Zio, Neal McDonough",,"August 21, 2021",2017,TV-MA,3 Seasons,"Action, Drama","No good deed goes unpunished. This season, Ethan Kelly moves back to San Francisco to slay his ghosts and seek redemption. But, helping out Ray's ex-addict younger brother soon puts him in the sights of a vicious, corrupt cop. When Ethan fights back, he's dragged into a hellish labyrinth of criminality and betrayal involving the police, a Fortune 500 company, and the Federal government itself.",Prime Video
7611,s7612,TV Show,Rip the Falcon,,"Riley Webber, Max Troutman, SamsPics, Sindri Sigfusson, Pierce Davis",,,2021,TV-MA,1 Season,Animation,"A lone wandering falcon travels place to place encountering strange, weird and dangerous encounters.",Prime Video
7632,s7633,TV Show,Def Comedy Jam,,"Steve Harvey, Kid Capri, James Hannah, Jack Shepherd, Chinnitta Morris (Chocolate)",,,1992,TV-MA,7 Seasons,"Arts, Entertainment, and Culture, Comedy","The classic HBO comedy series from Russell Simmons that launched the careers of legendary comics including Bernie Mac, Cedric the Entertainer, Chris Tucker, Dave Chappelle, Tracey Morgan, Chris Rock, Kevin Heart and more.",Prime Video
7633,s7634,TV Show,Death and Compromise,,"Brian Elder, Andrea Flowers, John Hall",,,2021,16+,1 Season,TV Shows,"In a small Texas town, outlaws Luke Young and Lem Sinclair make enemies with a ruthless deputy. The deputy frames the two for murder and sends the sheriff after them. As the rope of justice tightens around their necks, the duo must decide how fare they are willing to go to survive even when the odds are stacked against them.",Prime Video
7649,s7650,TV Show,Bill Winston Ministries Draft,,Dr. Bill Winston,,"August 21, 2021",2020,TV-G,2 Seasons,"Drama, Faith and Spirituality, Special Interest","We are living in unprecedented times and events that have occurred in irreversible succession from the past into the present and are prevalent. In Reaching the World: Replenish and Subdue, Dr. Bill Winston helps you to see that now is the time to take heed and know that the Church must arise and understand its vital role in establishing God's Kingdom in the earth.",Prime Video
7707,s7708,TV Show,Sinbad,,"Elliot Knight, Elliot Cowan, Marama Corlett, Estella Daniels",,,2012,13+,1 Season,"Action, Science Fiction","A thrilling, modern, magical reinvention of the famous legend from the Arabian Nights. On the run from his home town of Basra and under a curse from his grandmother for a killing that led to the death of his much-loved brother, the streetwise Sinbad finds himself on an epic and emotional quest to rid himself of the curse and to embrace his destiny.",Prime Video
7714,s7715,TV Show,Raymond & Miguel,,"Raymond Pozo, Miguel Céspedes, Brasheli Santos, Pedro Pérez, Urdaneli Capell",,,2017,TV-14,1 Season,Comedy,"Two foremen, Ciriaco and Macario, work in neighboring farms, whose owners are lawmakers and political rivals. The day to day of these two handymen is developed in these summer houses, facing situations, controversies and difficulties, both with their bosses and with each peculiar worker of the farm causing confusing and funny circumstances.",Prime Video
7720,s7721,TV Show,Now Go Build with Werner Vogels,,Dr. Werner Vogels,,,2020,TV-G,2 Seasons,"Documentary, Special Interest","From bustling metropolises to the seemingly middle of nowhere, the Now Go Build series seeks out startups around the globe that are using technology in innovative, inspiring, and unexpected ways. Hosted by Dr. Werner Vogels, Amazon CTO, every episode brings you to a new place, and idea to explore.",Prime Video
7759,s7760,TV Show,Bluestone Four Two,,"Oliver Chris, Gary Carr, Tony Gardner, Kelly Adams, Stephen Wight, Katie Lyons, Scott Hoatson, Jamie Quinn",,,2015,16+,3 Seasons,Comedy,The men and women of bomb disposal unit Bluestone 42 are back in this poignant comedy.,Prime Video
7776,s7777,TV Show,Wallpaper,,,,,2020,ALL,2 Seasons,"Documentary, Special Interest","Slow TV at its best. Sharecare Windows' International award-winning filmmakers have scoured the world to bring some of the most scenic, ambient background vistas for your office, waiting room, den or wherever you want a relaxing, long-play ambient scenic background. Total relaxation-from beautiful sunrises to sunsets each episode is a full-length recording, no looping clips.",Prime Video
7780,s7781,TV Show,The Rev,,"Tiny Lister, Jo-Marie Payton, John Petritz, Tanjareen Martin-Thomas",,,2021,16+,1 Season,Comedy,"Johnny Star's fans have always adored him and know full well why he's the undisputed ""King of White Soul."" Johnny was adopted by an African-American family and raised with love by Mamma Starr, a no-nonsense black woman with the iron fist and a heart of gold.",Prime Video
7790,s7791,TV Show,Packed To The Rafters,,"Rebecca Gibney, Erik Thomson, Michael Caton, George Houvardas, Hugh Sheridan, Angus McLaren",,"August 26, 2021",2013,13+,5 Seasons,"Comedy, Drama, Romance","Centers around Dave and Julie Rafter and their three children Rachel, Ben and Nathan. On the eve of their twenty-fifth wedding anniversary, the couple thinks that they are finally about to have the house to themselves. But home is a very welcome refuge for their children and when unforeseen problems loom, they return like a boomerang.",Prime Video
7795,s7796,TV Show,Mumbai Diaries,,"Mohit Raina, Konkona Sen Sharma, Shreya Dhanwanthary, Sikander Khan, Harpreet Singh, Amit Verma, Abhinav Ranga, Akshay Kohli, Kunj Anand, Pushkaraj Chirputkar, Natasha Bharadwaj, Satyajeet Dubey, Mrunmayee Deshpande, Adithi Kalkunte, Gauri Balaji, Prakash Belawadi, Akshar Kothari, Sucharita Juvekar, Mohini Sharma, Harssh Singh, Mishal Raheja, Tina Desai, Indraneel Bhattacharya, Aditi Gulati, Vasundhara Kaul",,,2021,16+,1 Season,"Drama, Suspense","Mumbai Diaries is a medical thriller set in the Emergency Room of a hospital. The series explores the challenges faced by the medical staff at the hospital as well as other first responders across the city of Mumbai in dealing with a crisis of immense magnitude. In this battle to save lives and heal others, the ones doing the fixing are the most broken.",Prime Video
7811,s7812,TV Show,Goliath,,"Billy Bob Thornton, Nina Arianda, Tania Raymonde",United States,"August 26, 2021",2021,TV-MA,4 Seasons,"Drama, Suspense","In the final season, Billy McBride returns to his roots after Patty takes a job at a prestigious law firm in San Francisco. Together, they try to take down one of America’s most insidious Goliaths: the opioid industry. As Billy deals with his own pain and Patty can’t shake the feeling she’s being used, they will test each other’s loyalty like never before.",Prime Video
7812,s7813,TV Show,Gigglebug,,Santtu Karvonen,,,2017,ALL,2 Seasons,"Animation, Kids","Everyone knows someone with a special laugh and Gigglebug's is one of the greatest ever. It's his gift, his innate ability and the key to transforming attitudes, which ultimately shakes loose every gummed-up situation he runs across. The stories are set in the oh-so enchanted Greendown Forest, where Gigglebug meets his young animal friends, all dealing with growing up issues.",Prime Video
7822,s7823,TV Show,Byron,,"Jonny Lee Miller, Vanessa Redgrave, Natasha Little, Julie Cox",,,2003,18+,1 Season,Drama,"Byron revolutionized English poetry and died a hero. He became famous overnight when the poetic record of his adventures abroad was received with rapture. This rich historical drama explores the true identity of the wild poetic genius who broke every taboo in the book. Byron's affairs and his unconventionality, however, were always destined to bring him down.",Prime Video
7836,s7837,TV Show,Rupi Kaur Live,,Rupi Kaur,,,2021,TV-NR,1 Season,"Arts, Entertainment, and Culture","As a 21-year-old university student Rupi Kaur wrote, illustrated and self-published her first poetry collection, milk and honey. Next came, the sun and her flowers. These collections have sold over 8 million copies and have been translated into over 42 languages. Rupi’s work touches on love, loss, trauma, healing, femininity, and migration. In this live special she performs her poetry on stage.",Prime Video
7838,s7839,TV Show,RIDE ON TIME,,,,"August 27, 2021",2021,NR,3 Seasons,Documentary,"Johnny's is the top male idol agency in Japan. What goes on behind the scenes? This documentary series shadows the groups and individuals over the course of several weeks to give you a realistic portrayal of their lives.",Prime Video
7839,s7840,TV Show,Paranormal Signs Investigations,,"Alexander L., Jürgen H., Corinna P., Kurt T., Alexander P.",,"August 27, 2021",2021,16+,2 Seasons,"Documentary, Suspense, Unscripted","Abandoned Buildings. Close encounters. Mysterious answers. In the second season, too, the team explores inexplicable phenomena. ""The new season is absolutely in the mood for a sequel"". No wonder, P.S.I brings along the Austrian charm. """,Prime Video
7842,s7843,TV Show,My Magic Pet Morphle - Songs for Kids,,,,,2021,ALL,1 Season,Kids,"Morphle can morph into anything his human companion Mila wants. From dinosaurs to cars, and animals like cats, dogs, and lions! Your kids will love these fun, and educational videos for kids! They will learn colors, shapes, numbers, the alphabet, and more! Sing along to some of the classic nursery rhymes, original songs, or watch these educational cartoons that your kids will surely enjoy!",Prime Video
7856,s7857,TV Show,Fernando 4K UHD (Dubbed),,,,"August 27, 2021",2021,7+,2 Seasons,"Documentary, Sports","Two years after his retirement from Formula 1, Fernando Alonso returns to the team with which he won two world championships.",Prime Video
7857,s7858,TV Show,Fernando 4K UHD,,,,"August 27, 2021",2021,7+,2 Seasons,"Documentary, Sports","Two years after his retirement from Formula 1, Fernando Alonso returns to the team with which he won two world championships.",Prime Video
7858,s7859,TV Show,Fernando (Dubbed),,,,"August 27, 2021",2021,7+,2 Seasons,"Documentary, Sports","Two years after his retirement from Formula 1, Fernando Alonso returns to the team with which he won two world championships.",Prime Video
7859,s7860,TV Show,Fernando,,,,"August 27, 2021",2021,7+,2 Seasons,"Documentary, Sports","Two years after his retirement from Formula 1, Fernando Alonso returns to the team with which he won two world championships.",Prime Video
7889,s7890,TV Show,If Paris Downcast,,"Kan Qing Zhi, Zhang Han",,,2018,13+,1 Season,"Drama, Romance","Fresh out of prison after getting mixed up in her boyfriend's corporate crimes, disbarred & disgraced lawyer Man Jun discovers that the ex she sacrificed everything for has gotten married. Now, she's determined to stand on her own two feet, even when she meets a kindred spirit in Tong Zhuo Yao...",Prime Video
7894,s7895,TV Show,Dragon Half,,"Kotono Mitsuishi, Mariko Kouda, Taeko Kawata",,,1993,16+,1 Season,"Action, Comedy, Science Fiction",Mink-the daughter of a dragon and a retired dragon slayer-sets out on a journey to find love and gets into a fighting tournament along the way!,Prime Video
7903,s7904,TV Show,The Harvard Psychologist,,"Tommy Fury, Mauricio Viteri, Mark Wither",,,2021,TV-MA,1 Season,TV Shows,Henry Millard tells his story of how he becomes Edward Atkins a serial killer in this Pilot Episode.,Prime Video
7907,s7908,TV Show,Super Wings,,"Chasden Gilson-Walker, Cassandra Lee Morris, Bill Rogers, Travis Burnett, Braylyx Rivera-Babbey, Sophia Vernon",,"August 29, 2021",2019,TV-Y,4 Seasons,"Animation, Kids","Super Wings is an action-packed upper-preschool series about friendship and teamwork. Jett is an adorable plane who travels around different cities in the world, delivering packages to children. Jett will encounter some challenges, but get around each situation with the help of his friends. In Season 4, our Super Wings heroes transform into an upgraded mode with the help of Supercharge.",Prime Video
7914,s7915,TV Show,Monty & Co,,"Nigel Plaskitt, Heather Tobias, Nix Wood, Andrew Linnie",,,2020,7+,1 Season,Kids,"Monty & Co is musical puppet sitcom series for pre-school children. Each episode is a mini-drama with strong characters and plot. While the story telling is mainly comic (and no stranger to slapstick) it can also deal with issues of sadness, anger and fear and resolve them within the story. The shows are packed with fun, joy, and silliness; all things that children and their families will love.",Prime Video
7929,s7930,TV Show,Action Figure Adventure,,"Jay Bartlett, Rob McCallum, Kevin Smith, Steve Sansweet, William T. Benecke, Tom Kalinske, Brian Flynn, Jordan C. Morris, Glenn Stanway, Mark Taylor",,,2020,16+,1 Season,Science Fiction,Follow collector Jay Bartlett across North America as he attempts to build the ultimate action figure auction in the name of charity!,Prime Video
7950,s7951,TV Show,Girl Chill,,"Robert Michael, Roz Stanley, Janine Gateland, Katherine Munroe, Delanie Weidrich, Dionne Neish, Sandra De Sousa, Shante Reece, Benjamin Keller, Luke Steinborn",,,2021,13+,1 Season,TV Shows,"3 desperate city dwellers fight to follow their hearts and dreams, and desperate measures must be taken.",Prime Video
7996,s7997,TV Show,The Californians,,"Richard Cooga, Sean McClory, Carole Mathews",,,1959,13+,2 Seasons,Western,"San Franciscans during the goldrush of the 1850s attempt to maintain law and order in their wild city. Newly arrived Matthew Wayne becomes sheriff, then marshal, and organizes the city police force while expressing interest in the young widow Fanzler and sparring with attorney Pitt.",Prime Video
8037,s8038,TV Show,Future is Wild,,"Taylor Abrahamse, Marc Donato, Rob Tinkler, Rick Jones, Julie Lemieux, Paul Haddad, Sunday Muse, Stacey DePass",,,2008,TV-G,1 Season,"Animation, Kids","CG, Ethan, Emily and Luis are propelled into the future to solve the mysteries of Earth's evolution.",Prime Video
8071,s8072,TV Show,Top Gear (UK),,"Matt Leblanc, Chris Harris, Rory Reid",,"September 2, 2021",2018,TV-14,15 Seasons,"Comedy, Documentary, Special Interest","Matt LeBlanc, Chris Harris, Rory Reid and The Stig are back, with guest appearances from German driving legend Sabine Schmitz. Expect Top Gear’s trademark array of stunning photography, state-of-the-art supercars, celebrity guests and a healthy disrespect for presenter safety, as well as the hottest new cars and the not-so-hot old cars, that actually do get quite hot.",Prime Video
8123,s8124,TV Show,KasaK Rahay Gi,,"Noor Hasan, Zainab Ahmed, Faizan Khawaja, Adla Khan, Sakina Samoo",,,2018,13+,1 Season,"Drama, Romance","After loss of parents, Rabiya & Fasih are adopted by their aunt Nasira Begum. But her arrogant son Daniyal treats them like poor relatives. Daniyal is forced to marry Rabiya, he treats her harshly after marriage. But a twist in the story emerges when his brother in law Fasih gets married to the beautiful but selfish Iman who instantly wins Daniyal's heart. Will Nasira let Daniyal divorce Rabiya?",Prime Video
8126,s8127,TV Show,JARRETTS,,"WILLIE D DAVIS, JANELL HUGHES-CHANEY, SHAWN PIERCE, CORLISS REESE",,,2021,16+,1 Season,TV Shows,"Jarrett is a comedic TV series about nothing going on in 4 black friends life living in the urban community. Jarretts is set mostly in an apartment building in the slums of Atlanta GA. It has been described as ""a show about nothing,"" often focusing on the minutiae of daily life.",Prime Video
8147,s8148,TV Show,Chronofilm,,"Joseph Hypes, Madison Mitchell, Colton Dennis, Patrick Nalty, Tina de Leon",,,2021,13+,1 Season,"Science Fiction, Suspense","A team of investigators travels back in time with the Chronofilm Institute, observing history but never interfering. Eventually, they will have to decide whether to keep their past intact or change it for the hope of a better future.",Prime Video
8160,s8161,TV Show,Back To The Rafters,,"Rebecca Gibney, Erik Thomson, Hugh Sheridan, Angus McLaren, Georgina Haig, Willow Speers, HaiHa Le, George Houvardas, Michael Caton",,,2021,NR,1 Season,Drama,"Back to the Rafters picks up six years since we last saw the Rafter family. Dave and Julie have created a new life in the country with youngest daughter Ruby, while the older Rafter children face new challenges and Grandad Ted struggles to find his place. As Dave enjoys his new-found freedom, Julie must reconcile her responsibilities to the family.",Prime Video
8221,s8222,TV Show,YoYo,,,,,2021,ALL,1 Season,"Animation, Kids","Two twins, one boy and one girl, with very different personalities. They have two things in common - extremely vivid imaginations and the same name, Yo! They can be upbeat or sad, noisy or quiet, they can bicker like other children or laugh out loud. When they work together, they'll prove two heads are better than one!",Prime Video
8231,s8232,TV Show,The Wheel of Time,,"Rosamund Pike, Daniel Henney, Josha Stradowski, Madeleine Madden, Zoë Robins, Marcus Rutherford, Barney Harris",,,2021,TV-14,1 Season,"Adventure, Drama, Fantasy","Set in an epic fantasy world, The Wheel of Time follows Moiraine (Rosamund Pike), a member of the incredibly powerful all-female organization called the Aes Sedai, as she arrives in the small town of Two Rivers. There, she embarks on a dangerous, world-spanning journey with five young villagers, one of whom is prophesied to be the Dragon Reborn... the one who will either save or destroy humanity.",Prime Video
8260,s8261,TV Show,Speak UP: Empower Your Ideas,,,,"September 4, 2021",2021,7+,2 Seasons,Special Interest,Inspiring leaders take the stage to share their personal stories before a live audience.,Prime Video
8323,s8324,TV Show,David Copperfield (1999),,"Bob Hoskins, Daniel Radcliffe, Pauline Quirke, Trevor Eve, Nicholas Lyndhurst, Amanda Ryan, Ciaran McMenamin, Emilia Fox, Imelda Staunton, Tom Wilkinson",,,2000,TV-PG,1 Season,TV Shows,"The tale of David Copperfield from his birth and idyllic upbringing through hardship and adventure leading to his eventual discovery of his vocation as a novelist. On his journey David encounters a gallery of Dickens' most memorable characters, including Mr. Micawber, Uriah Heep, Steerforth and others.",Prime Video
8326,s8327,TV Show,Crime and Punishment,,"John Simm, Ian Thompson, Geraldine James, Kate Ashfield",,,2002,18+,1 Season,"Drama, Suspense","Crime And Punishment is the ultimate psychological thriller, steeped in powerful themes of guilt and retribution, set in St Petersburg in the second half of the 19th century. Raskolnikov is a highly intelligent and striking young student who decides to test his courage and integrity by killing a mean old woman whom he is sure nobody will miss.",Prime Video
8370,s8371,TV Show,The Target List,,"Jessica Culaciati, Charlie Manoukian, Jude Ault",,,2021,16+,1 Season,"Action, Horror","After announcing a ground-breaking cancer cure, the four members of the research team are targeted by an assassin hired by the big pharma. Two researchers escape the attack, only to find themselves on the killer's target list.",Prime Video
8415,s8416,TV Show,X-Ray 1C Test Title,,,,,2021,NR,1 Season,TV Shows,Test Season,Prime Video
8421,s8422,TV Show,Subete a mi Moto (4K UHD),,"Yamil Ureña, Braulio Castillo, Sisan Chiong, Edgar Cuevas, Joseette Vidal, Rocio Verdejo, Azul Guaita, Elaine Haro",,,2020,TV-NR,1 Season,Drama,"In 1979, in Caguas, Puerto Rico, at the initiative of an ambitious and skilled businessman named Edgardo Díaz, a group was born that laid the foundations for the ""boy bands"" that still exist today. Creating never-before-seen rules and a work style that had never been implemented before, he developed a group that continues to be the benchmark for all other Hispanic youth bands.",Prime Video
8422,s8423,TV Show,Subete a mi Moto,,"Yamil Ureña, Braulio Castillo, Sisan Chiong, Edgar Cuevas, Joseette Vidal, Rocio Verdejo, Azul Guaita, Elaine Haro",,,2020,TV-NR,1 Season,Drama,"In 1979, in Caguas, Puerto Rico, at the initiative of an ambitious and skilled businessman named Edgardo Díaz, a group was born that laid the foundations for the ""boy bands"" that still exist today. Creating never-before-seen rules and a work style that had never been implemented before, he developed a group that continues to be the benchmark for all other Hispanic youth bands.",Prime Video
8437,s8438,TV Show,Jungle Beat,,,,"September 9, 2021",2021,ALL,1 Season,"Animation, Kids",The Jungle Beat Explorers are four intrepid adventurers on a slapstick mission of discovery!,Prime Video
8438,s8439,TV Show,Honey and Clover,,"Yuuji Ueda, Takako Honda, Haruka Kudou",,,2005,13+,1 Season,"Comedy, Drama, Romance","A heartwarming tale of youth, love, soul-searching, and self-discovery, intricately woven through the complex relationships between five friends at an arts college.",Prime Video
8447,s8448,TV Show,Bakugan Battle Brawlers,,"Scott McCord, Jason Deline, Julie Lemieux",,"September 9, 2021",2009,TV-PG,1 Season,"Animation, Anime, Kids","Join Dan and his friends as they battle their Bakugan Brawlers to save Vestroia and Earth, and to restore peace throughout the two dimensions.",Prime Video
8448,s8449,TV Show,All Or Nothing: Toronto Maple Leafs,,,,,2021,TV-14,1 Season,Sports,"The first of the All or Nothing franchise to follow an NHL team, the docu-series brings fans closer to the Toronto Maple Leafs organization than ever before, with cameras capturing every moment during the 104th NHL regular season and playoffs.",Prime Video
8453,s8454,TV Show,Voltaire High,,"Pierre Deladonchamps, Nina Meurisse, Maud Wyler, Anne Le Ny, Gérald Laroche, François Rollin, Léonie Souchaud, Anouk Villemin, Lula Cotton Frapier, Nathan Parent, Baptiste Masseline, Gaspard Meier-Chaurand, Vassili Schneider",France,,2021,18+,1 Season,Drama,"It’s the first day of the 1963 school year at Voltaire High! And for the first time, girls and boys will mingle. This first year of coeducation is full of surprises, both for teachers and students.",Prime Video
8473,s8474,TV Show,GD,,michael simmons,,,2021,16+,1 Season,"Action, Drama","In the 1930s,America was just finding their mark on economics,this story tells the life and struggles of the urban community and their attempt to fit in the new way of life,there is always one that stands out,he was GD",Prime Video
8477,s8478,TV Show,Club Mundo Kids,,"Romina Puga, Melanie Bartley, Zoe Rose Palladino",,,2021,ALL,1 Season,TV Shows,"Join Romi and her puppet friends at Club Mundo Kids for a  journey of exploration through colorful animations, a Q&A with real kids and experts, and a mysterious secret cave with special guests! Romi's clubhouse celebrates the multicultural identities of our Hispanic and Latinx audience while encouraging curiosity and the idea that we never stop learning!",Prime Video
8478,s8479,TV Show,Big Freedia: Queen of Bounce,,Big Freedia,,"September 10, 2021",2016,TV-14,1 Season,"Documentary, Special Interest, Unscripted",Get in Formation because the critically acclaimed series Big Freedia: The Queen of bounce is back for an electrifying Fifth Season!,Prime Video
8482,s8483,TV Show,Tom Jones,,"Max Beesley, Samantha Morton, Benjamin Whitlow, Brian Blessed",,,1997,16+,1 Season,Drama,"A ribald and rowdy romp through the mansions and taverns of Georgian England. Henry Fielding's fallen hero bed-hops his way out of a good home and almost into a hangman's noose, via a series of misadventures and misunderstandings.",Prime Video
8483,s8484,TV Show,The VAR Room,,"Anthony Richardson, Tendayi Jembere, Ashley Margolis, Mark Davison, Nimisha Odedra, Paul Ince, Teddy Sheringham, Mark Clattenburg",,,2021,16+,1 Season,Comedy,Three hopeless VAR referees at Stockley Park end up in hot water after a string of bad decisions and a leaked TikTok video turns their world upside down.,Prime Video
8489,s8490,TV Show,SslmRegUsTV02SourceSERIES,,"Test Actor 1, Test Actor 2",,,2020,TV-G,1 Season,"Comedy, Drama",sslmRegUsTV02SourceSEASON short description,Prime Video
8490,s8491,TV Show,Momo Character Classic,,,,"September 11, 2021",2014,TV-Y,3 Seasons,"Animation, International, Kids","Tang Poetry is used in a fun and animated way to teach social skills, manners and Chinese culture to kids.",Prime Video
8492,s8493,TV Show,MI HISTORIA,,"Juanes, Mon Laferte, Nicky Jam, Ozuna, Residente",,,2021,TV-NR,1 Season,Music Videos and Concerts,Amazon Music presenta una serie biográfica sobre tus artistas favoritos de la música Latina.,Prime Video
8495,s8496,TV Show,Christmas Through the Decades,,Matt Blake,,,2015,TV-PG,1 Season,"Documentary, Kids, Special Interest","From popular music to TV specials, movies, toys and more, Christmas Through the Decadesexplores the traditions, fads, and gifts of Christmases past, beginning with the 1960s. Each episode includes interviews from pop-culture experts and celebrities.",Prime Video
8505,s8506,TV Show,Top Gear: Extra Gear,,"Matt Leblanc, Chris Harris, Rory Reid",,,2018,TV-14,3 Seasons,TV Shows,Presenters Rory Reid and Chris Harris take viewers behind the scenes of Top Gear Season 25.,Prime Video
